XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
639574.05667706,2717066.39060211,189,199,100,66.553077439543
640809.57149664,2717087.32926236,193,157,97,224.442449859125
640809.57149664,2717087.32926236,193,124,98,524.841095162125
640809.57149664,2717087.32926236,193,209,105,95.7050915141743
640000.58208583,2717098.29585442,197,198,99,128.684574687121
640000.58208583,2717098.29585442,197,203,102,23.9704514693014
640000.58208583,2717098.29585442,197,205,103,19.1099466461201
640037.61174053,2717011.83583698,198,197,99,128.684574687121
639623.67030032,2717106.93561021,199,189,100,66.553077439543
639623.67030032,2717106.93561021,199,188,101,74.2362737535451
639623.67030032,2717106.93561021,199,213,107,118.966489570139
640019.45695600,2717113.07157165,203,197,102,23.9704514693014
640019.45695600,2717113.07157165,203,205,104,29.3635762785277
640019.45695600,2717113.07157165,203,167,106,239.94586992092
639990.10403399,2717113.86250868,205,197,103,19.1099466461201
639990.10403399,2717113.86250868,205,203,104,29.3635762785277
639990.10403399,2717113.86250868,205,215,109,238.844264870864
640724.54632600,2717124.04652505,209,193,105,95.7050915141743
639736.19312935,2717128.04463980,213,199,107,118.966489570139
639769.62117567,2717154.88011866,215,216,108,38.1008058158517
639769.62117567,2717154.88011866,215,205,109,238.844264870864
639769.62117567,2717154.88011866,215,219,110,43.2031658914935
639739.90983207,2717131.02833749,216,215,108,38.1008058158517
639749.52279443,2717189.70653177,219,215,110,43.2031658914935
661688.62131972,2717590.70491814,221,9,111,2380.30813001553
661688.62131972,2717590.70491814,221,8,112,2388.6695413547
661688.62131972,2717590.70491814,221,226,113,12.8748395634353
661696.76189433,2717600.67951281,226,221,113,12.8748395634353
661696.76189433,2717600.67951281,226,228,114,7.7017159269514
661696.76189433,2717600.67951281,226,235,118,224.885316214806
661696.76189433,2717600.67951281,226,240,120,2219.39125183124
661701.62612964,2717606.65074744,228,226,114,7.7017159269514
661701.62612964,2717606.65074744,228,238,119,221.077133515712
661701.62612964,2717606.65074744,228,243,122,2206.7077622747
661701.62612964,2717606.65074744,228,274,138,1521.60338443684
664672.23500814,2717682.04189805,230,2,115,5702.46539424357
664672.23500814,2717682.04189805,230,231,117,19.3516178307715
664672.23500814,2717682.04189805,230,390,195,4861.82025008693
664652.96622245,2717683.83047582,231,8,116,5697.65718724781
664652.96622245,2717683.83047582,231,230,117,19.3516178307715
664652.96622245,2717683.83047582,231,240,121,2038.7013076819
664652.96622245,2717683.83047582,231,393,197,4897.3503769723
661611.02878067,2717806.29685116,235,226,118,224.885316214806
661611.02878067,2717806.29685116,235,247,124,1126.16275570262
661621.68289059,2717811.78129760,238,228,119,221.077133515712
